name,form,dose
EVOCLIN,VIAL,150 MG/ML
EVOMELA,VIAL,50 MG
EVOTAZ,Tablet,300-150 MG
EVOXAC,Capsule,30 MG
EVRYSDI,SOLN RECON,0.75 MG/ML
EVUSHELD (EUA),VIAL,150-150 MG
EX-LAX,Chewable Tablet,15 MG
EX-LAX MAXIMUM STRENGTH,Tablet,15 MG
EX-LAX MAXIMUM STRENGTH,Tablet,25 MG
EXCEDRIN EXTRA STRENGTH,Tablet,250-250-65
EXCEDRIN MIGRAINE,Tablet,250-250-65
EXCEDRIN TENSION HEADACHE,Tablet,500MG-65MG
EXELDERM,Solution,1 %
EXELDERM,Cream (g),1 %
EXELON,Patch,4.6MG/24HR
EXELON,Patch,9.5MG/24HR
EXELON,Patch,13.3MG/24H
EXELON,Capsule,1.5 MG
EXELON,Capsule,3 MG
EXELON,Capsule,6 MG
EXELON,Capsule,4.5 MG
EXEMESTANE,Tablet,25 MG
EXFORGE,Tablet,5 MG-160MG
EXFORGE,Tablet,10MG-320MG
EXFORGE,Tablet,10MG-160MG
EXFORGE,Tablet,5 MG-320MG
EXFORGE HCT,Tablet,10-320-25
EXFORGE HCT,Tablet,5-160-12.5
EXFORGE HCT,Tablet,10MG-160MG
EXFORGE HCT,Tablet,10-160-25
EXFORGE HCT,Tablet,5-160-25MG
EXJADE,Tablet,90 MG
EXJADE,Tablet,360 MG
EXJADE,Tablet,180 MG
EXJADE,TAB DISPER,500 MG
EXJADE,TAB DISPER,125 MG
EXJADE,TAB DISPER,250 MG
EXJADE,GRAN PACK,90 MG
EXJADE,GRAN PACK,180 MG
EXJADE,GRAN PACK,360 MG
EXKIVITY,Capsule,40 MG
EXONDYS-51,VIAL,100 MG/2ML
EXONDYS-51,VIAL,500MG/10ML
EXPAREL,VIAL,13.3 MG/ML
EXPECTORANT,Tablet,200 MG
EXPECTORANT,Liquid,100 MG/5ML
EXPECTORANT COUGH SYRUP,Liquid,100 MG/5ML
EXPECTORANT DM,SYRUP,100-10MG/5
EXPECTORANT DM,Liquid,100-10MG/5
EXPECTORANT DM,Tablet,400MG-20MG
EXSERVAN,FILM,50 MG
EXTAVIA,VIAL,0.3 MG
EXTAVIA,Kit,0.3 MG
EXTINA,Shampoo,2 %
EXTINA,Cream (g),2 %
EXTINA,Tablet,200 MG
EXTINA,Foam,2 %
EXTRAPRIN,Tablet,250-250-65
EYE ALLERGY ITCH RELIEF,Drops,0.2 %
EYE ALLERGY ITCH-REDNESS RLF,Drops,0.1 %
EYE ALLERGY RELIEF,Drops,.0268-.315
EYE ALLERGY RELIEF,Drops,0.025-0.3%
EYE DROPS,Drops,0.05 %
EYE DROPS,Drops,0.05-.1-1%
EYE ITCH RELIEF,Drops,0.025 %
EYLEA,Syringe,2MG/0.05ML
EYLEA,VIAL,2MG/0.05ML
EYSUVIS,Eye Dropper,0.25 %
EZ CHAR,Oral Suspension,25 G
EZALLOR SPRINKLE,CAP SPRINK,20 MG
EZALLOR SPRINKLE,CAP SPRINK,5 MG
EZALLOR SPRINKLE,CAP SPRINK,40 MG
EZALLOR SPRINKLE,CAP SPRINK,10 MG
EZETIMIBE,Tablet,10 MG
EZETIMIBE-SIMVASTATIN,Tablet,10 MG-20MG
EZETIMIBE-SIMVASTATIN,Tablet,10 MG-40MG
EZETIMIBE-SIMVASTATIN,Tablet,10 MG-10MG
EZETIMIBE-SIMVASTATIN,Tablet,10 MG-80MG
EZFE 200,Capsule,200 MG
FABIOR,Cream (g),0.1 %
FABIOR,Gel,0.1 %
FABIOR,Gel,0.05 %
FABIOR,Foam,0.1 %
FABRAZYME,VIAL,5 MG
FABRAZYME,VIAL,35 MG
FALMINA,Tablet,0.1-0.02MG
FAMCICLOVIR,Tablet,500 MG
FAMCICLOVIR,Tablet,250 MG
FAMCICLOVIR,Tablet,125 MG
FAMOTIDINE,Tablet,20 MG
FAMOTIDINE,Tablet,40 MG
FAMOTIDINE,Tablet,10 MG
FAMOTIDINE,Oral Suspension,40MG/5ML
FAMOTIDINE,VIAL,20 MG/2 ML
FAMOTIDINE,VIAL,10 MG/ML
FAMOTIDINE,PIGGYBACK,20 MG/50ML
FANAPT,Tablet,6 MG
FANAPT,Tablet,8 MG
FANAPT,Tablet,1 MG
FANAPT,Tablet,2 MG
FANAPT,Tablet,4 MG
FANAPT,Tablet,12 MG
FANAPT,Tablet,10 MG
FANAPT,TAB DS PK,1-2-4-6MG
FARESTON,Tablet,60 MG
FARXIGA,Tablet,10 MG
FARXIGA,Tablet,5 MG
FARYDAK,Capsule,10 MG
FARYDAK,Capsule,15 MG
FARYDAK,Capsule,20 MG
FASENRA,Syringe,30 MG/ML
FASENRA PEN,AUTO INJCT,30 MG/ML
FASLODEX,Syringe,250 MG/5ML
FAST RELIEF LAXATIVE,SUPP.RECT,10 MG
FATHER JOHNS COUGH SUPPRESSNT,Liquid,10 MG/5 ML
FEBUXOSTAT,Tablet,40 MG
FEBUXOSTAT,Tablet,80 MG
FEIBA NF,VIAL,1750-3250
FEIBA NF,VIAL,350-650
FEIBA NF,VIAL,700-1300
FELBAMATE,Tablet,600 MG
FELBAMATE,Tablet,400 MG
FELBAMATE,Oral Suspension,600 MG/5ML
FELBATOL,Tablet,600 MG
FELBATOL,Tablet,400 MG
FELBATOL,Oral Suspension,600 MG/5ML
FELDENE,Capsule,10 MG
FELDENE,Capsule,20 MG
FELODIPINE ER,Tablet ER 24H,10 MG
FELODIPINE ER,Tablet ER 24H,5 MG
FELODIPINE ER,Tablet ER 24H,2.5 MG
FEMARA,Tablet,2.5 MG
FEMRING,VAG RING,0.05MG/24H
FEMRING,VAG RING,0.1MG/24HR
FEMYNOR,Tablet,0.25-0.035
FENESIN DM IR,Tablet,400MG-15MG
FENESIN DM IR,Tablet,400MG-20MG
FENESIN IR,Tablet,400 MG
FENESIN PE IR,Tablet,400MG-10MG
FENOFIBRATE,Tablet,160 MG
FENOFIBRATE,Tablet,145 MG
FENOFIBRATE,Tablet,48 MG
FENOFIBRATE,Tablet,54 MG
FENOFIBRATE,Tablet,40 MG
FENOFIBRATE,Tablet,120 MG
FENOFIBRATE,Capsule,134 MG
FENOFIBRATE,Capsule,50 MG
FENOFIBRATE,Capsule,200 MG
FENOFIBRATE,Capsule,150 MG
FENOFIBRATE,Capsule,67 MG
FENOFIBRATE,Capsule,130 MG
FENOFIBRATE,Capsule,43 MG
FENOFIBRATE,Capsule,90 MG
FENOFIBRATE,Capsule,30 MG
FENOFIBRIC ACID,CAPSULE DR,135 MG
FENOFIBRIC ACID,CAPSULE DR,45 MG
FENOFIBRIC ACID,Tablet,105 MG
FENOFIBRIC ACID,Tablet,35 MG
FENOGLIDE,Tablet,160 MG
FENOGLIDE,Tablet,145 MG
FENOGLIDE,Tablet,48 MG
FENOGLIDE,Tablet,54 MG
FENOGLIDE,Tablet,40 MG
FENOGLIDE,Tablet,120 MG
FENOGLIDE,Capsule,134 MG
FENOGLIDE,Capsule,50 MG
FENOGLIDE,Capsule,200 MG
FENOGLIDE,Capsule,150 MG
FENOGLIDE,Capsule,67 MG
FENOGLIDE,Capsule,130 MG
FENOGLIDE,Capsule,43 MG
FENOGLIDE,Capsule,90 MG
FENOGLIDE,Capsule,30 MG
FENOPROFEN CALCIUM,Capsule,400 MG
FENOPROFEN CALCIUM,Capsule,200 MG
FENOPROFEN CALCIUM,Tablet,600 MG
FENSOLVI,Syringe,45 MG
FENTANYL,PATCH TD72,25 MCG/HR
FENTANYL,PATCH TD72,50MCG/HR
FENTANYL,PATCH TD72,12 MCG/HR
FENTANYL,PATCH TD72,100 MCG/HR
FENTANYL,PATCH TD72,75MCG/HR
FENTANYL,PATCH TD72,37.5MCG/HR
FENTANYL,PATCH TD72,62.5MCG/HR
FENTANYL,PATCH TD72,87.5MCG/HR
FENTANYL CITRATE,VIAL,50 MCG/ML
FENTANYL CITRATE,LOZENGE HD,600 MCG
FENTANYL CITRATE,LOZENGE HD,200 MCG
FENTANYL CITRATE,LOZENGE HD,400 MCG
FENTANYL CITRATE,LOZENGE HD,800 MCG
FENTANYL CITRATE,LOZENGE HD,1200 MCG
FENTANYL CITRATE,LOZENGE HD,1600 MCG
FENTANYL CITRATE,AMPUL,50 MCG/ML
FENTANYL CITRATE,Syringe,50 MCG/ML
FENTANYL CITRATE,Syringe,250MCG/5ML
FENTANYL CITRATE,Syringe,100MCG/2ML
FENTANYL CITRATE,PLAST. BAG,50 MCG/ML
FENTANYL CITRATE,PCA SYRING,2750MCG/55
FENTANYL CITRATE,PCA SYRING,1500MCG/30
FENTANYL CITRATE,PCA SYRING,2500MCG/50
FENTANYL CITRATE,PCA SYRING,1000MCG/20
FENTANYL CITRATE,TABLET EFF,100 MCG
FENTANYL CITRATE,TABLET EFF,200 MCG
FENTANYL CITRATE,TABLET EFF,400 MCG
FENTANYL CITRATE,TABLET EFF,600 MCG
FENTANYL CITRATE,TABLET EFF,800 MCG
FENTANYL CITRATE,PCA VIAL,1500MCG/30
FENTANYL CITRATE,CARTRIDGE,100MCG/2ML
FENTANYL CITRATE,PUMP RESVR,2500MCG/50
FENTORA,VIAL,50 MCG/ML
FENTORA,LOZENGE HD,600 MCG
FENTORA,LOZENGE HD,200 MCG
FENTORA,LOZENGE HD,400 MCG
FENTORA,LOZENGE HD,800 MCG
FENTORA,LOZENGE HD,1200 MCG
FENTORA,LOZENGE HD,1600 MCG
FENTORA,AMPUL,50 MCG/ML
FENTORA,Syringe,50 MCG/ML
FENTORA,Syringe,250MCG/5ML
FENTORA,Syringe,100MCG/2ML
FENTORA,PLAST. BAG,50 MCG/ML
FENTORA,PCA SYRING,2750MCG/55
FENTORA,PCA SYRING,1500MCG/30
FENTORA,PCA SYRING,2500MCG/50
FENTORA,PCA SYRING,1000MCG/20
FENTORA,TABLET EFF,100 MCG
FENTORA,TABLET EFF,200 MCG
FENTORA,TABLET EFF,400 MCG
FENTORA,TABLET EFF,600 MCG
FENTORA,TABLET EFF,800 MCG
FENTORA,PCA VIAL,1500MCG/30
FENTORA,CARTRIDGE,100MCG/2ML
FENTORA,PUMP RESVR,2500MCG/50
FEOSOL,Tablet,28 MG
FEOSOL,Tablet,45 MG
FEOSOL,Tablet,325(65) MG
FER-IN-SOL,Drops,15 MG/ML
FERAHEME,VIAL,510MG/17ML
FERATE,Tablet,240(27)MG
FERGON,Tablet,225(27)MG
FERGON,Tablet,270(27)MG
FERGON,Tablet,240(27)MG
FEROSUL,Tablet,325(65) MG
FERRETTS,Tablet,325(106)MG
FERRETTS IPS,Liquid,40MG/15ML
FERRETTS IPS,Capsule,18 MG
FERREX 150,Capsule,150 MG
FERRIC X-150,Capsule,150 MG
FERRIMIN 150,Tablet,456(150)MG
FERRIPROX,Tablet,500 MG
FERRIPROX (2 TIMES A DAY),Tablet,1000 MG
FERRIPROX (3 TIMES A DAY),Tablet,1000 MG
FERRLECIT,VIAL,62.5MG/5ML
FERRO-TIME,Tablet,325(65) MG
FERROCITE,Tablet,324(106)MG
FERROUS FUMARATE,Tablet,324(106)MG
FERROUS FUMARATE,Tablet,89(29)MG
FERROUS GLUCONATE,Tablet,324(38)MG
FERROUS GLUCONATE,Tablet,324(37.5)
FERROUS GLUCONATE,Tablet,240(27)MG
FERROUS SULFATE,Tablet,325(65) MG
FERROUS SULFATE,ELIXIR,220 (44)/5
FERROUS SULFATE,Drops,15 MG/ML
FERROUS SULFATE,Liquid,300 MG/5ML
FERROUS SULFATE,Solution,220 (44)/5
FERROUS SULFATE,Syringe,15 MG/ML
FERROUS SULFATE EC,TABLET DR,325(65) MG
FERROUS SULFATE EC,TABLET DR,324(65)MG
FERUMOXYTOL,VIAL,510MG/17ML
FESOTERODINE FUMARATE ER,Tablet ER 24H,8 MG
FESOTERODINE FUMARATE ER,Tablet ER 24H,4 MG
FETROJA,VIAL,1 G
FETZIMA,CAP SA 24H,20 MG
FETZIMA,CAP SA 24H,40 MG
FETZIMA,CAP SA 24H,120 MG
FETZIMA,CAP SA 24H,80 MG
FETZIMA,CAP24HDSPK,20-40MG
FEVER REDUCER-PAIN RELIEVER,Oral Suspension,160 MG/5ML
FEVERALL,SUPP.RECT,325 MG
FEVERALL,SUPP.RECT,80 MG
FEVERALL,SUPP.RECT,120 MG
FEVERALL,SUPP.RECT,650 MG
FEXMID,Tablet,5 MG
FEXMID,Tablet,10 MG
FEXMID,Tablet,7.5 MG
FEXOFENADINE HCL,Tablet,180 MG
FEXOFENADINE HCL,Tablet,60 MG
FEXOFENADINE-PSE ER,Tablet ER 12H,60MG-120MG
FEXOFENADINE-PSE ER,Tablet ER 24H,180-240MG
FIASP,VIAL,100/ML
FIASP FLEXTOUCH,INSULN PEN,100/ML (3)
FIASP PENFILL,CARTRIDGE,100/ML (3)
FIBER,Capsule,0.4 G
FIBER,Capsule,0.52G
FIBER,Tablet,625 MG
FIBER,Tablet,500 MG
FIBER,Powder,3 G/3.5 G
FIBER,Powder,3 G/5.8 G
FIBER,Powder,3 G/12 G
FIBER,Powder,3.4 G/12 G
FIBER LAX,Tablet,625 MG
FIBER LAXATIVE,Tablet,625 MG
FIBER LAXATIVE,Tablet,500 MG
FIBER TABS,Tablet,625 MG
FIBER THERAPY,Capsule,0.52G
FIBER THERAPY,Tablet,500 MG
FIBER THERAPY,Tablet,625 MG
FIBER THERAPY,Powder,3.4G/5.8G
FIBER THERAPY,Powder,Not Applicable
FIBER THERAPY,Powder,3.4 G/7 G
FIBER THERAPY,Powder,3.4 G/12 G
FIBER THERAPY,Powder,2 G/19 G
FIBER THERAPY,Powder,3 G/7 G
FIBER THERAPY,Powder,3 G/12 G
FIBER-LAX,Tablet,625 MG
FIBERCON,Tablet,625 MG
FIBRICOR,CAPSULE DR,135 MG
FIBRICOR,CAPSULE DR,45 MG
FIBRICOR,Tablet,105 MG
FIBRICOR,Tablet,35 MG
FIBRYGA,VIAL,700-1300MG
FINACEA,Foam,15 %
FINACEA,Gel,15 %
FINASTERIDE,Tablet,1 MG
FINASTERIDE,Tablet,5 MG
FINGOLIMOD,Capsule,0.5 MG
FINTEPLA,Solution,2.2 MG/ML
FINZALA,Chewable Tablet,1MG-20(24)
FIORICET,Tablet,50-325-40
FIORICET,Capsule,50-300-40
FIORICET,Capsule,50-325-40
FIORICET WITH CODEINE,Capsule,50-325-30
FIORICET WITH CODEINE,Capsule,50-300-30
FIRAZYR,Syringe,30 MG/3 ML
FIRDAPSE,Tablet,10 MG
FIRMAGON,VIAL,120 MG
FIRMAGON,VIAL,80 MG
FIRST AID ANTIBIOTIC,Ointment,3.5-400-5K
FIRST AID ANTIBIOTIC,Ointment,3.5-500/G
FIRST AID ANTISEPTIC,Ointment,10 %
FIRST AID ANTISEPTIC,Solution,10 %
FIRST AID ANTISEPTIC,SPRAY,2.5%-0.13%
FIRST AID ANTISEPTIC,SPRAY,20 %-0.13%
FIRVANQ,SOLN RECON,25 MG/ML
FIRVANQ,SOLN RECON,50 MG/ML
FISH OIL,Capsule,340-1000MG
FISH OIL,Capsule,300-1000MG
FISH OIL,Capsule,1200 MG
FISH OIL,Capsule,1000 MG
FISH OIL,Capsule,360-1200MG
FISH OIL,Capsule,100-160 MG
FISH OIL,Capsule,60 MG-90MG
FISH OIL,Capsule,108-162 MG
FISH OIL,Capsule,300-500 MG
FISH OIL,Capsule,1200-144MG
FISH OIL,Capsule,120-180 MG
FISH OIL,Capsule,900-1360MG
FISH OIL,Capsule,900-1000MG
FISH OIL,Capsule,100-150 MG
FISH OIL,Capsule,250-500 MG
FISH OIL,Capsule,183.3-306
FISH OIL,Capsule,435-880MG
FISH OIL,CAPSULE DR,300-1000MG
FISH OIL,CAPSULE DR,60 MG-90MG
FISH OIL,CAPSULE DR,360-1200MG
FISH OIL,CAPSULE DR,120-180-60
FISH OIL,CAPSULE DR,900-1400MG
FISH OIL,CAPSULE DR,720-1200MG
FISH OIL,CAPSULE DR,150-217 MG
FISH OIL,CAPSULE DR,300-600 MG
FISH OIL,CAPSULE DR,600-1200MG
FISH OIL,Liquid,1600MG/5ML
FISH OIL,Chewable Tablet,40.5-29 MG
FISH OIL,Chewable Tablet,28.5-113.5
FISH OIL OMEGA-3,Capsule,300-1000MG
FISH OIL OMEGA-3,Capsule,360-1200MG
FISH OIL OMEGA-3,Capsule,200-300 MG
FISH OIL OMEGA-3,CAPSULE DR,980-1400MG
FLAC OTIC OIL,Drops,0.01 %
FLAGYL,Tablet,500 MG
FLAGYL,Tablet,250 MG
FLAGYL,GEL W/APPL,0.75 %
FLAGYL,Cream (g),0.75 %
FLAGYL,Gel,1 %
FLAGYL,Gel,0.75 %
FLAGYL,Capsule,375 MG
FLAGYL,Lotion,0.75 %
FLAGYL,GEL W/PUMP,1 %
FLAGYL,PIGGYBACK,500MG/0.1L
FLANAX,Tablet,220 MG
FLANAX,LOZENGE,8 MG
FLANAX,LINIMENT,0.01-10-5%
FLANDERS BUTTOCKS OINTMENT,Ointment,Not Applicable
FLAREX,Eye Dropper,0.1 %
FLAVOR CHEWS ANTACID,Chewable Tablet,200(500)MG
FLAVOR CHEWS ANTACID,Chewable Tablet,300MG(750)
FLAVOR CHEWS ANTACID,Chewable Tablet,400(1000)
FLAVOR CHEWS ANTACID,Chewable Tablet,320MG(750)
FLAVOXATE HCL,Tablet,100 MG
FLEBOGAMMA DIF,VIAL,5 %
FLEBOGAMMA DIF,VIAL,10 %
FLECAINIDE ACETATE,Tablet,50 MG
FLECAINIDE ACETATE,Tablet,100 MG
FLECAINIDE ACETATE,Tablet,150 MG
FLECTOR,PATCH TD12,1.3 %
FLEQSUVY,Oral Suspension,5 MG/ML
FLEXBUMIN,IV SOLN,25 %
FLEXBUMIN,IV SOLN,5 %
FLOLAN,VIAL,0.5 MG
FLOLAN,VIAL,1.5 MG
FLOLIPID,Oral Suspension,20 MG/5 ML
FLOLIPID,Oral Suspension,40MG/5ML
FLOMAX,Capsule,0.4 MG
FLONASE ALLERGY RELIEF,SPRAY SUSP,50 MCG
FLONASE ALLERGY RELIEF,Cream (g),0.05 %
FLONASE ALLERGY RELIEF,Ointment,0.005 %
FLONASE ALLERGY RELIEF,Lotion,0.05 %
FLONASE SENSIMIST,SPRAY SUSP,27.5 MCG
FLORIVA,Chewable Tablet,0.25(0.55)
FLORIVA,Chewable Tablet,1MG(2.2MG)
FLORIVA,Chewable Tablet,0.5(1.1)MG
FLORIVA,Drops,0.25-400/1
FLOVENT DISKUS,BLST W/DEV,100 MCG
FLOVENT DISKUS,BLST W/DEV,50 MCG
FLOVENT DISKUS,BLST W/DEV,250 MCG
FLOVENT HFA,AER W/ADAP,110 MCG
FLOVENT HFA,AER W/ADAP,44 MCG
FLOVENT HFA,AER W/ADAP,220 MCG
FLOXURIDINE,VIAL,500 MG
FLU HBP,Tablet,15-500-2MG
FLU HBP,Tablet,10-325-2MG
FLUAD QUAD 2022-2023,Syringe,60MCG/.5ML
FLUARIX QUAD 2022-2023,Syringe,60MCG/.5ML
FLUBLOK QUAD 2022-2023,Syringe,180MCG/0.5
FLUCELVAX QUAD 2022-2023,Syringe,60MCG/.5ML
FLUCELVAX QUAD 2022-2023,VIAL,60MCG/.5ML
FLUCONAZOLE,Tablet,150 MG
FLUCONAZOLE,Tablet,200 MG
FLUCONAZOLE,Tablet,100 MG
FLUCONAZOLE,Tablet,50 MG
FLUCONAZOLE,Oral Suspension,40 MG/ML
FLUCONAZOLE,Oral Suspension,10 MG/ML
FLUCONAZOLE-NACL,PIGGYBACK,200MG/0.1L
FLUCONAZOLE-NACL,PIGGYBACK,400MG/0.2L
FLUCONAZOLE-NACL,PIGGYBACK,100MG/50ML
FLUCONAZOLE-NACL,PGGYBK BTL,200MG/0.1L
FLUCONAZOLE-NACL,PGGYBK BTL,400MG/0.2L
FLUCONAZOLE-NACL,PGGYBK BTL,100MG/50ML
FLUCYTOSINE,Capsule,500 MG
FLUCYTOSINE,Capsule,250 MG
FLUDARABINE PHOSPHATE,VIAL,50 MG
FLUDARABINE PHOSPHATE,VIAL,50 MG/2 ML
FLUDROCORTISONE ACETATE,Tablet,0.1 MG
FLULAVAL QUAD 2022-2023,Syringe,60MCG/.5ML
FLUMADINE,Tablet,100 MG
FLUMAZENIL,VIAL,0.1 MG/ML
FLUMIST QUAD 2022-2023,NAS SP SYR,10E6.5-7.5
FLUNISOLIDE,SPRAY,25 MCG
FLUOCINOLONE ACETONIDE,OIL,0.01 %
FLUOCINOLONE ACETONIDE,Solution,0.01 %
FLUOCINOLONE ACETONIDE,Ointment,0.025 %
FLUOCINOLONE ACETONIDE,Cream (g),0.01 %
FLUOCINOLONE ACETONIDE,Cream (g),0.025 %
FLUOCINOLONE ACETONIDE OIL,Drops,0.01 %
FLUOCINONIDE,Cream (g),0.05 %
FLUOCINONIDE,Cream (g),0.1 %
FLUOCINONIDE,Solution,0.05 %
FLUOCINONIDE,Ointment,0.05 %
FLUOCINONIDE,Gel,0.05 %
FLUOCINONIDE-E,Cream (g),0.05 %
FLUORESCEIN-BENOXINATE,Drops,0.4 %-0.3%
FLUORIDE,Chewable Tablet,1MG(2.2MG)
FLUORIDE,Chewable Tablet,0.5(1.1)MG
FLUORIDE,Chewable Tablet,0.25(0.55)
FLUOROMETHOLONE,Eye Dropper,0.1 %
FLUOROPLEX,Cream (g),1 %
FLUOROURACIL,Cream (g),5 %
FLUOROURACIL,Cream (g),0.5 %
FLUOROURACIL,Solution,5 %
FLUOROURACIL,Solution,2 %
FLUOROURACIL,VIAL,500MG/10ML
FLUOROURACIL,VIAL,1 G/20 ML
FLUOROURACIL,VIAL,5 G/100 ML
FLUOROURACIL,VIAL,2.5 G/50ML
FLUOVIX,Kit,0.1 %
FLUOVIX PLUS,Kit,0.1 %
FLUOXETINE DR,CAPSULE DR,90 MG
FLUOXETINE HCL,Capsule,40 MG
FLUOXETINE HCL,Capsule,20 MG
FLUOXETINE HCL,Capsule,10 MG
FLUOXETINE HCL,Tablet,10 MG
FLUOXETINE HCL,Tablet,20 MG
FLUOXETINE HCL,Tablet,60 MG
FLUOXETINE HCL,Solution,20 MG/5 ML
FLUPHENAZINE DECANOATE,VIAL,25 MG/ML
FLUPHENAZINE HCL,Tablet,10 MG
FLUPHENAZINE HCL,Tablet,5 MG
FLUPHENAZINE HCL,Tablet,1 MG
FLUPHENAZINE HCL,Tablet,2.5 MG
FLUPHENAZINE HCL,VIAL,2.5 MG/ML
FLUPHENAZINE HCL,ELIXIR,2.5 MG/5ML
FLUPHENAZINE HCL,ORAL CONC,5 MG/ML
FLURANDRENOLIDE,Lotion,0.05 %
FLURANDRENOLIDE,Ointment,0.05 %
FLURANDRENOLIDE,Cream (g),0.05 %
FLURAZEPAM HCL,Capsule,30 MG
FLURAZEPAM HCL,Capsule,15 MG
FLURBIPROFEN,Tablet,100 MG
FLURBIPROFEN SODIUM,Drops,0.03 %
FLUTAMIDE,Capsule,125 MG
FLUTICASONE PROPIONATE,SPRAY SUSP,50 MCG
FLUTICASONE PROPIONATE,Cream (g),0.05 %
FLUTICASONE PROPIONATE,Ointment,0.005 %
FLUTICASONE PROPIONATE,Lotion,0.05 %
FLUTICASONE PROPIONATE HFA,AER W/ADAP,110 MCG
FLUTICASONE PROPIONATE HFA,AER W/ADAP,44 MCG
FLUTICASONE PROPIONATE HFA,AER W/ADAP,220 MCG
FLUTICASONE-SALMETEROL,AER POW BA,113-14 MCG
FLUTICASONE-SALMETEROL,AER POW BA,232-14 MCG
FLUTICASONE-SALMETEROL,AER POW BA,55-14 MCG
FLUTICASONE-SALMETEROL,Inhaler,250-50 MCG
FLUTICASONE-SALMETEROL,Inhaler,100-50 MCG
FLUTICASONE-SALMETEROL,Inhaler,500-50 MCG
FLUTICASONE-VILANTEROL,BLST W/DEV,100-25MCG
FLUTICASONE-VILANTEROL,BLST W/DEV,200-25 MCG
FLUVASTATIN ER,Tablet ER 24H,80 MG
FLUVASTATIN SODIUM,Capsule,40 MG
FLUVASTATIN SODIUM,Capsule,20 MG
FLUVOXAMINE MALEATE,Tablet,100 MG
FLUVOXAMINE MALEATE,Tablet,50 MG
FLUVOXAMINE MALEATE,Tablet,25 MG
FLUVOXAMINE MALEATE ER,Capsule ER 24H,150 MG
FLUVOXAMINE MALEATE ER,Capsule ER 24H,100 MG
FLUZONE HIGH-DOSE QUAD 2022-23,Syringe,240MCG/0.7
FLUZONE QUAD 2022-2023,Syringe,60MCG/.5ML
FLUZONE QUAD 2022-2023,VIAL,60MCG/.5ML
FML,Eye Dropper,0.1 %
FML FORTE,Eye Dropper,0.25 %
FOAMING ACNE FACE WASH,CLEANSER,10 %
FOAMING ACNE FACE WASH,CLEANSER,5 %
FOAMING ACNE FACE WASH,CLEANSER,6 %
FOAMING ACNE FACE WASH,CLEANSER,7 %
FOAMING ACNE FACE WASH,Gel,5 %
FOAMING ACNE FACE WASH,Gel,2.5 %
FOAMING ACNE FACE WASH,Gel,10 %
FOAMING ACNE FACE WASH,Foam,9.8 %
FOAMING ACNE FACE WASH,TOWELETTE,9.5 %
FOAMING ANTACID,Oral Suspension,358-95/15
FOCALIN,Tablet,10 MG
FOCALIN,Tablet,5 MG
FOCALIN,Tablet,2.5 MG
FOCALIN XR,CPBP 50-50,10 MG
FOCALIN XR,CPBP 50-50,20 MG
FOCALIN XR,CPBP 50-50,5 MG
FOCALIN XR,CPBP 50-50,30 MG
FOCALIN XR,CPBP 50-50,15 MG
FOCALIN XR,CPBP 50-50,25 MG
FOCALIN XR,CPBP 50-50,40 MG
FOCALIN XR,CPBP 50-50,35 MG
FOLIC ACID,Tablet,1 MG
FOLIC ACID,Tablet,0.4 MG
FOLIC ACID,Tablet,0.8 MG
FOLIC ACID,Capsule,0.8 MG
FOLIC ACID,Capsule,20 MG
FOLIC ACID,VIAL,5 MG/ML
FOLLISTIM AQ,CARTRIDGE,900/1.08ML
FOLLISTIM AQ,CARTRIDGE,300/0.36ML
FOLLISTIM AQ,CARTRIDGE,600/0.72ML
FOLOTYN,VIAL,20MG/ML(1)
FOLOTYN,VIAL,40 MG/2 ML
FOMEPIZOLE,VIAL,1 G/ML
FONDAPARINUX SODIUM,Syringe,7.5MG/0.6
FONDAPARINUX SODIUM,Syringe,2.5 MG/0.5
FONDAPARINUX SODIUM,Syringe,10MG/0.8ML
FONDAPARINUX SODIUM,Syringe,5MG/0.4ML
FOOT & SNEAKER,AERO POWD,1 %
FORDAGEL,Kit,30%-10%-4%
FORFIVO XL,Tablet ER 24H,150 MG
FORFIVO XL,Tablet ER 24H,300 MG
FORFIVO XL,Tablet ER 24H,450 MG
FORMOTEROL FUMARATE,VIAL-NEB,20 MCG/2ML
FORMULA 3,Solution,1 %
FORTEO,PEN INJCTR,20MCG/DOSE
FORTESTA,GEL MD PMP,20.25/1.25
FORTESTA,GEL MD PMP,12.5/1.25G
FORTESTA,GEL MD PMP,10 MG (2%)
FORTESTA,Gel,50 MG (1%)
FORTESTA,SOL MD PMP,30MG/1.5ML
FORTESTA,GEL PACKET,50 MG (1%)
FORTESTA,GEL PACKET,25MG(1%)
FORTESTA,GEL PACKET,2.5G-1.62%
FORTESTA,GEL PACKET,1.25G-1.62
FORTESTA,PELLET(EA),100 MG
FORTESTA,PELLET(EA),200 MG
FORTESTA,PELLET(EA),50 MG
FOSAMAX,Tablet,70 MG
FOSAMAX,Tablet,35 MG
FOSAMAX,Tablet,10 MG
FOSAMAX,Tablet,5 MG
FOSAMAX,Solution,70 MG/75ML
FOSAMAX PLUS D,Tablet,70 MG-2800
FOSAMAX PLUS D,Tablet,70 MG-5600
FOSAMPRENAVIR CALCIUM,Tablet,700 MG
FOSAPREPITANT DIMEGLUMINE,VIAL,150 MG
FOSCARNET SODIUM,INFUS. BTL,24 MG/ML
FOSCARNET SODIUM,PLAST. BAG,24 MG/ML
